Variables with no matching questionnaire question text in the Wave 18 PDF.
(Derived, admin, grid aggregates, and renamed fields often have no verbatim question.)
Total dictionary variables (Pos. lines): 3973
Matched from PDF: 568
Not found in PDF: 3405

variable	variable_label
n_nbfussfh2	natchild no. 2: Amount of fussing or crying
n_nbsleepfh2	natchild no. 2: Time for child to settle into sleep
n_nbwakesfh2	natchild no. 2: Number of times child wakes at night
n_nbrefeatfh2	natchild no. 2: Refuses to eat statement
n_nbnoappfh2	natchild no. 2: No appetite statement
n_brfedfh2	natchild no. 2: Breastfeed
n_brfedendfh2	natchild no. 2: Age breastfeeding stopped
n_brfedend2fh2	natchild no. 2: Age breastfeeding stopped: unit
n_reltopwcbfh2	natchild no. 2: Relationship to child's mother/father
n_lchlvfh3	natchild no. 3: Child resident - biological
n_lchnofh3	natchild no. 3: PNO of resident biological child
n_lchchkfh3	natchild no. 3: Date of birth check - resident biological child
n_lchyd4fh3	natchild no. 3: Year biological child died
n_lchsxfh3	natchild no. 3: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby3	natchild no. 3: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis3	natchild no. 3: Child's other parent lives in household
n_lchalfh3	natchild no. 3: Child age last lived with resp
n_bwtxpfh3	natchild no. 3: Child born when expected
n_bwtelfh3	natchild no. 3: Child born early or late
n_bwtwkfh3	natchild no. 3: Weeks early or late
n_bwtfh3	natchild no. 3: Birthweight
n_bwtlbfh3	natchild no. 3: Birthweight in pounds
n_bwtozfh3	natchild no. 3: Birthweight in ounces
n_bwtkfh3	natchild no. 3: Birthweight kilograms
n_bwtg5fh3	natchild no. 3: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh3	natchild no. 3: Cesarean delivery
n_pregsmokefh3	natchild no. 3: Smoked during pregnancy
n_pregsmkfh3	natchild no. 3: No. of cigarettes smoked during pregnancy
n_auditc1fh3	natchild no. 3: Drinking during pregnancy
n_auditc2fh3	natchild no. 3: Alcohol drinking: more or less
n_auditc3fh3	natchild no. 3: Alcohol frequency past 12 months
n_auditc4fh3	natchild no. 3: Drinks on typical day
n_auditc5fh3	natchild no. 3: Six or more drinks frequency
n_nbclmprbfh3	natchild no. 3: Problems calming child
n_nbfussfh3	natchild no. 3: Amount of fussing or crying
n_nbsleepfh3	natchild no. 3: Time for child to settle into sleep
n_nbwakesfh3	natchild no. 3: Number of times child wakes at night
n_nbrefeatfh3	natchild no. 3: Refuses to eat statement
n_nbnoappfh3	natchild no. 3: No appetite statement
n_brfedfh3	natchild no. 3: Breastfeed
n_brfedendfh3	natchild no. 3: Age breastfeeding stopped
n_brfedend2fh3	natchild no. 3: Age breastfeeding stopped: unit
n_reltopwcbfh3	natchild no. 3: Relationship to child's mother/father
n_lchlvfh4	natchild no. 4: Child resident - biological
n_lchnofh4	natchild no. 4: PNO of resident biological child
n_lchchkfh4	natchild no. 4: Date of birth check - resident biological child
n_lchyd4fh4	natchild no. 4: Year biological child died
n_lchsxfh4	natchild no. 4: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby4	natchild no. 4: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis4	natchild no. 4: Child's other parent lives in household
n_lchalfh4	natchild no. 4: Child age last lived with resp
n_bwtxpfh4	natchild no. 4: Child born when expected
n_bwtelfh4	natchild no. 4: Child born early or late
n_bwtwkfh4	natchild no. 4: Weeks early or late
n_bwtfh4	natchild no. 4: Birthweight
n_bwtlbfh4	natchild no. 4: Birthweight in pounds
n_bwtozfh4	natchild no. 4: Birthweight in ounces
n_bwtkfh4	natchild no. 4: Birthweight kilograms
n_bwtg5fh4	natchild no. 4: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh4	natchild no. 4: Cesarean delivery
n_pregsmokefh4	natchild no. 4: Smoked during pregnancy
n_pregsmkfh4	natchild no. 4: No. of cigarettes smoked during pregnancy
n_auditc1fh4	natchild no. 4: Drinking during pregnancy
n_auditc2fh4	natchild no. 4: Alcohol drinking: more or less
n_auditc3fh4	natchild no. 4: Alcohol frequency past 12 months
n_auditc4fh4	natchild no. 4: Drinks on typical day
n_auditc5fh4	natchild no. 4: Six or more drinks frequency
n_nbclmprbfh4	natchild no. 4: Problems calming child
n_nbfussfh4	natchild no. 4: Amount of fussing or crying
n_nbsleepfh4	natchild no. 4: Time for child to settle into sleep
n_nbwakesfh4	natchild no. 4: Number of times child wakes at night
n_nbrefeatfh4	natchild no. 4: Refuses to eat statement
n_nbnoappfh4	natchild no. 4: No appetite statement
n_brfedfh4	natchild no. 4: Breastfeed
n_brfedendfh4	natchild no. 4: Age breastfeeding stopped
n_brfedend2fh4	natchild no. 4: Age breastfeeding stopped: unit
n_reltopwcbfh4	natchild no. 4: Relationship to child's mother/father
n_lchlvfh5	natchild no. 5: Child resident - biological
n_lchnofh5	natchild no. 5: PNO of resident biological child
n_lchchkfh5	natchild no. 5: Date of birth check - resident biological child
n_lchyd4fh5	natchild no. 5: Year biological child died
n_lchsxfh5	natchild no. 5: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby5	natchild no. 5: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis5	natchild no. 5: Child's other parent lives in household
n_lchalfh5	natchild no. 5: Child age last lived with resp
n_bwtxpfh5	natchild no. 5: Child born when expected
n_bwtelfh5	natchild no. 5: Child born early or late
n_bwtwkfh5	natchild no. 5: Weeks early or late
n_bwtfh5	natchild no. 5: Birthweight
n_bwtlbfh5	natchild no. 5: Birthweight in pounds
n_bwtozfh5	natchild no. 5: Birthweight in ounces
n_bwtkfh5	natchild no. 5: Birthweight kilograms
n_bwtg5fh5	natchild no. 5: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh5	natchild no. 5: Cesarean delivery
n_pregsmokefh5	natchild no. 5: Smoked during pregnancy
n_pregsmkfh5	natchild no. 5: No. of cigarettes smoked during pregnancy
n_auditc1fh5	natchild no. 5: Drinking during pregnancy
n_auditc2fh5	natchild no. 5: Alcohol drinking: more or less
n_auditc3fh5	natchild no. 5: Alcohol frequency past 12 months
n_auditc4fh5	natchild no. 5: Drinks on typical day
n_auditc5fh5	natchild no. 5: Six or more drinks frequency
n_nbclmprbfh5	natchild no. 5: Problems calming child
n_nbfussfh5	natchild no. 5: Amount of fussing or crying
n_nbsleepfh5	natchild no. 5: Time for child to settle into sleep
n_nbwakesfh5	natchild no. 5: Number of times child wakes at night
n_nbrefeatfh5	natchild no. 5: Refuses to eat statement
n_nbnoappfh5	natchild no. 5: No appetite statement
n_brfedfh5	natchild no. 5: Breastfeed
n_brfedendfh5	natchild no. 5: Age breastfeeding stopped
n_brfedend2fh5	natchild no. 5: Age breastfeeding stopped: unit
n_reltopwcbfh5	natchild no. 5: Relationship to child's mother/father
n_lchlvfh6	natchild no. 6: Child resident - biological
n_lchnofh6	natchild no. 6: PNO of resident biological child
n_lchchkfh6	natchild no. 6: Date of birth check - resident biological child
n_lchyd4fh6	natchild no. 6: Year biological child died
n_lchsxfh6	natchild no. 6: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby6	natchild no. 6: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis6	natchild no. 6: Child's other parent lives in household
n_lchalfh6	natchild no. 6: Child age last lived with resp
n_bwtxpfh6	natchild no. 6: Child born when expected
n_bwtelfh6	natchild no. 6: Child born early or late
n_bwtwkfh6	natchild no. 6: Weeks early or late
n_bwtfh6	natchild no. 6: Birthweight
n_bwtlbfh6	natchild no. 6: Birthweight in pounds
n_bwtozfh6	natchild no. 6: Birthweight in ounces
n_bwtkfh6	natchild no. 6: Birthweight kilograms
n_bwtg5fh6	natchild no. 6: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh6	natchild no. 6: Cesarean delivery
n_pregsmokefh6	natchild no. 6: Smoked during pregnancy
n_pregsmkfh6	natchild no. 6: No. of cigarettes smoked during pregnancy
n_auditc1fh6	natchild no. 6: Drinking during pregnancy
n_auditc2fh6	natchild no. 6: Alcohol drinking: more or less
n_auditc3fh6	natchild no. 6: Alcohol frequency past 12 months
n_auditc4fh6	natchild no. 6: Drinks on typical day
n_auditc5fh6	natchild no. 6: Six or more drinks frequency
n_nbclmprbfh6	natchild no. 6: Problems calming child
n_nbfussfh6	natchild no. 6: Amount of fussing or crying
n_nbsleepfh6	natchild no. 6: Time for child to settle into sleep
n_nbwakesfh6	natchild no. 6: Number of times child wakes at night
n_nbrefeatfh6	natchild no. 6: Refuses to eat statement
n_nbnoappfh6	natchild no. 6: No appetite statement
n_brfedfh6	natchild no. 6: Breastfeed
n_brfedendfh6	natchild no. 6: Age breastfeeding stopped
n_brfedend2fh6	natchild no. 6: Age breastfeeding stopped: unit
n_reltopwcbfh6	natchild no. 6: Relationship to child's mother/father
n_lchlvfh7	natchild no. 7: Child resident - biological
n_lchnofh7	natchild no. 7: PNO of resident biological child
n_lchchkfh7	natchild no. 7: Date of birth check - resident biological child
n_lchyd4fh7	natchild no. 7: Year biological child died
n_lchsxfh7	natchild no. 7: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby7	natchild no. 7: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis7	natchild no. 7: Child's other parent lives in household
n_lchalfh7	natchild no. 7: Child age last lived with resp
n_bwtxpfh7	natchild no. 7: Child born when expected
n_bwtelfh7	natchild no. 7: Child born early or late
n_bwtwkfh7	natchild no. 7: Weeks early or late
n_bwtfh7	natchild no. 7: Birthweight
n_bwtlbfh7	natchild no. 7: Birthweight in pounds
n_bwtozfh7	natchild no. 7: Birthweight in ounces
n_bwtkfh7	natchild no. 7: Birthweight kilograms
n_bwtg5fh7	natchild no. 7: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh7	natchild no. 7: Cesarean delivery
n_pregsmokefh7	natchild no. 7: Smoked during pregnancy
n_pregsmkfh7	natchild no. 7: No. of cigarettes smoked during pregnancy
n_auditc1fh7	natchild no. 7: Drinking during pregnancy
n_auditc2fh7	natchild no. 7: Alcohol drinking: more or less
n_auditc3fh7	natchild no. 7: Alcohol frequency past 12 months
n_auditc4fh7	natchild no. 7: Drinks on typical day
n_auditc5fh7	natchild no. 7: Six or more drinks frequency
n_nbclmprbfh7	natchild no. 7: Problems calming child
n_nbfussfh7	natchild no. 7: Amount of fussing or crying
n_nbsleepfh7	natchild no. 7: Time for child to settle into sleep
n_nbwakesfh7	natchild no. 7: Number of times child wakes at night
n_nbrefeatfh7	natchild no. 7: Refuses to eat statement
n_nbnoappfh7	natchild no. 7: No appetite statement
n_brfedfh7	natchild no. 7: Breastfeed
n_brfedendfh7	natchild no. 7: Age breastfeeding stopped
n_brfedend2fh7	natchild no. 7: Age breastfeeding stopped: unit
n_reltopwcbfh7	natchild no. 7: Relationship to child's mother/father
n_lchlvfh8	natchild no. 8: Child resident - biological
n_lchnofh8	natchild no. 8: PNO of resident biological child
n_lchchkfh8	natchild no. 8: Date of birth check - resident biological child
n_lchyd4fh8	natchild no. 8: Year biological child died
n_lchsxfh8	natchild no. 8: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby8	natchild no. 8: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis8	natchild no. 8: Child's other parent lives in household
n_lchalfh8	natchild no. 8: Child age last lived with resp
n_bwtxpfh8	natchild no. 8: Child born when expected
n_bwtelfh8	natchild no. 8: Child born early or late
n_bwtwkfh8	natchild no. 8: Weeks early or late
n_bwtfh8	natchild no. 8: Birthweight
n_bwtlbfh8	natchild no. 8: Birthweight in pounds
n_bwtozfh8	natchild no. 8: Birthweight in ounces
n_bwtkfh8	natchild no. 8: Birthweight kilograms
n_bwtg5fh8	natchild no. 8: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh8	natchild no. 8: Cesarean delivery
n_pregsmokefh8	natchild no. 8: Smoked during pregnancy
n_pregsmkfh8	natchild no. 8: No. of cigarettes smoked during pregnancy
n_auditc1fh8	natchild no. 8: Drinking during pregnancy
n_auditc2fh8	natchild no. 8: Alcohol drinking: more or less
n_auditc3fh8	natchild no. 8: Alcohol frequency past 12 months
n_auditc4fh8	natchild no. 8: Drinks on typical day
n_auditc5fh8	natchild no. 8: Six or more drinks frequency
n_nbclmprbfh8	natchild no. 8: Problems calming child
n_nbfussfh8	natchild no. 8: Amount of fussing or crying
n_nbsleepfh8	natchild no. 8: Time for child to settle into sleep
n_nbwakesfh8	natchild no. 8: Number of times child wakes at night
n_nbrefeatfh8	natchild no. 8: Refuses to eat statement
n_nbnoappfh8	natchild no. 8: No appetite statement
n_brfedfh8	natchild no. 8: Breastfeed
n_brfedendfh8	natchild no. 8: Age breastfeeding stopped
n_brfedend2fh8	natchild no. 8: Age breastfeeding stopped: unit
n_reltopwcbfh8	natchild no. 8: Relationship to child's mother/father
n_lchlvfh9	natchild no. 9: Child resident - biological
n_lchnofh9	natchild no. 9: PNO of resident biological child
n_lchchkfh9	natchild no. 9: Date of birth check - resident biological child
n_lchyd4fh9	natchild no. 9: Year biological child died
n_lchsxfh9	natchild no. 9: Sex of non-resident, deceased or stillborn biological child, or
n_lchdoby9	natchild no. 9: Year of birth of non-resident or deceased biological child or bi
n_lbchhgmis9	natchild no. 9: Child's other parent lives in household
n_lchalfh9	natchild no. 9: Child age last lived with resp
n_bwtxpfh9	natchild no. 9: Child born when expected
n_bwtelfh9	natchild no. 9: Child born early or late
n_bwtwkfh9	natchild no. 9: Weeks early or late
n_bwtfh9	natchild no. 9: Birthweight
n_bwtlbfh9	natchild no. 9: Birthweight in pounds
n_bwtozfh9	natchild no. 9: Birthweight in ounces
n_bwtkfh9	natchild no. 9: Birthweight kilograms
n_bwtg5fh9	natchild no. 9: Birthweight: more than 5.5lbs (2.5kg)
n_pregcesfh9	natchild no. 9: Cesarean delivery
n_pregsmokefh9	natchild no. 9: Smoked during pregnancy
n_pregsmkfh9	natchild no. 9: No. of cigarettes smoked during pregnancy
n_auditc1fh9	natchild no. 9: Drinking during pregnancy
n_auditc2fh9	natchild no. 9: Alcohol drinking: more or less
n_auditc3fh9	natchild no. 9: Alcohol frequency past 12 months
n_auditc4fh9	natchild no. 9: Drinks on typical day
n_auditc5fh9	natchild no. 9: Six or more drinks frequency
n_nbclmprbfh9	natchild no. 9: Problems calming child
n_nbfussfh9	natchild no. 9: Amount of fussing or crying
n_nbsleepfh9	natchild no. 9: Time for child to settle into sleep
n_nbwakesfh9	natchild no. 9: Number of times child wakes at night
n_nbrefeatfh9	natchild no. 9: Refuses to eat statement
n_nbnoappfh9	natchild no. 9: No appetite statement
n_brfedfh9	natchild no. 9: Breastfeed
n_brfedendfh9	natchild no. 9: Age breastfeeding stopped
n_brfedend2fh9	natchild no. 9: Age breastfeeding stopped: unit
n_reltopwcbfh9	natchild no. 9: Relationship to child's mother/father
n_ncrrc_1	ncrrc no. 1: Age of child
n_ncrrd_1	ncrrc no. 1: Child lives with
n_ncrrxxf_1	ncrrc no. 1: Child sex
n_ncrrc_2	ncrrc no. 2: Age of child
n_ncrrd_2	ncrrc no. 2: Child lives with
n_ncrrxxf_2	ncrrc no. 2: Child sex
n_ncrrc_3	ncrrc no. 3: Age of child
n_ncrrd_3	ncrrc no. 3: Child lives with
n_ncrrxxf_3	ncrrc no. 3: Child sex
n_nonresch2id_1	nonreschild no. 1: Identification number for each Step, Biological or Adopted ch
n_pwcparnam_1	nonreschild no. 1: Other parent code
n_nrclives_1	nonreschild no. 1: Non-res child mostly lives with
n_livedwithnrc_1	nonreschild no. 1: Child ever lived with Respondent
n_mthslwc_1	nonreschild no. 1: Months since Respondent lived with child
n_yrslwc_1	nonreschild no. 1: Years since Respondent lived with child
n_nrcbirthc_1	nonreschild no. 1: Name on child's birth certificate
n_seekidnrc_1	nonreschild no. 1: How often contact child outside HH
n_seekidnrc1_1	nonreschild no. 1: How often remote contact child outside HH
n_reltopwc_1	nonreschild no. 1: Relationship to child's mother/father
n_pwcseparatem_1	nonreschild no. 1: Months since separated from child's parent
n_pwcseparatey_1	nonreschild no. 1: Years since separated from child's parent
n_nonresch2id_2	nonreschild no. 2: Identification number for each Step, Biological or Adopted ch
n_pwcparnam_2	nonreschild no. 2: Other parent code
n_nrclives_2	nonreschild no. 2: Non-res child mostly lives with
n_livedwithnrc_2	nonreschild no. 2: Child ever lived with Respondent
n_mthslwc_2	nonreschild no. 2: Months since Respondent lived with child
n_yrslwc_2	nonreschild no. 2: Years since Respondent lived with child
n_nrcbirthc_2	nonreschild no. 2: Name on child's birth certificate
n_seekidnrc_2	nonreschild no. 2: How often contact child outside HH
n_seekidnrc1_2	nonreschild no. 2: How often remote contact child outside HH
